,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,clusters
1072,Circles,Incubus,spotify:track:7mTkoZVipBiefh6tFEkVy3,0.336,0.8320000000000001,-5.51,0.039,8.27e-05,3.69e-05,0.247,89.561,7
1073,Cocaine,Eric Clapton,spotify:track:2udGjDmpK1dH9VGyw7nrei,0.6990000000000001,0.502,-12.526,0.0278,0.0607,0.0337,0.6759999999999999,105.26700000000001,0
1074,Cochise,Audioslave,spotify:track:1TDk2Jmi4dVZhm2dum3Jim,0.452,0.873,-4.867,0.0613,0.000519,0.0,0.433,80.473,7
1075,Come As You Are,Nirvana,spotify:track:2RsAajgo0g7bMCHxwH3Sk0,0.5,0.8240000000000001,-5.846,0.0388,0.00016,0.00161,0.539,120.125,4
1076,Comfortably Numb,Pink Floyd,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,0.47200000000000003,0.366,-12.595,0.0286,0.15,0.308,0.171,127.167,1
1077,Cover Me,Candlebox,spotify:track:4sSH44J2qQnbgW9QC9ACy6,0.591,0.638,-6.957999999999999,0.028999999999999998,0.00619,4.69e-06,0.348,131.113,5
1078,Crackerman,Stone Temple Pilots,spotify:track:6YriRGx8OthWMafuZtgzxl,0.396,0.958,-7.778,0.0517,6.28e-05,6.58e-06,0.499,149.32399999999998,3
1079,Crawling,Linkin Park,spotify:track:57BrRMwf9LrcmuOsyGilwr,0.58,0.7020000000000001,-5.565,0.0337,0.0466,3.2e-06,0.299,105.07600000000001,5
1080,Creep,Radiohead,spotify:track:3HfB5hBU0dmBt8T0iCmH42,0.532,0.344,-13.057,0.035,0.00563,0.00047300000000000006,0.126,91.834,1
1081,Creep,Stone Temple Pilots,spotify:track:16x4zrgor3ewwEbPgSrTAB,0.66,0.5670000000000001,-6.318,0.0289,0.00428,0.0137,0.182,107.75399999999999,5
1082,Cult of Personality,Living Colour,spotify:track:1E4r8aMHDP3j2tq8atKzzt,0.514,0.846,-7.095,0.0458,0.0018100000000000002,0.000128,0.589,92.178,4
1083,Dam That River,Alice In Chains,spotify:track:22Ntyke0ZDZy2Uuf8BEDkU,0.42700000000000005,0.9129999999999999,-5.545,0.0806,0.00647,0.0,0.47,124.421,7
1084,Dani California,Red Hot Chili Peppers,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,0.556,0.9129999999999999,-2.36,0.0437,0.0193,8.59e-06,0.73,96.184,4
1085,Dark Necessities,Red Hot Chili Peppers,spotify:track:2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,-6.777,0.0716,0.0722,0.0199,0.19699999999999998,91.959,5
1086,Daughter (Remastered),Pearl Jam,spotify:track:53eJFr4Mfbw5PXJ01K6cFw,0.615,0.7020000000000001,-9.686,0.0278,0.00746,0.0043100000000000005,0.7340000000000001,96.99,4
1087,De Música Ligera - Remasterizado 2007,Soda Stereo,spotify:track:0Ruvs5IxqkGqQVWCO2oRpw,0.537,0.7490000000000001,-6.335,0.0284,0.000611,0.525,0.7340000000000001,124.23200000000001,11
1088,Dead & Bloated,Stone Temple Pilots,spotify:track:658Ng56tIu4gb5gFDuXNcY,0.563,0.8079999999999999,-7.876,0.0549,0.000154,7.219999999999999e-05,0.5529999999999999,123.01299999999999,4
1089,Good Times Bad Times - 1993 Remaster,Led Zeppelin,spotify:track:0QwZfbw26QeUoIy82Z2jYp,0.47600000000000003,0.7170000000000001,-9.192,0.0949,0.0382,7.609999999999999e-05,0.753,93.584,4
1090,Gasoline,Audioslave,spotify:track:33AxY0QUitvte6JV6B6uLE,0.379,0.716,-4.312,0.0326,0.000272,0.00123,0.239,92.721,7
1091,Freedom,Rage Against The Machine,spotify:track:1zVE9JBBy8j0KmlbM8Xwhi,0.499,0.613,-8.53,0.0953,0.00061,0.0225,0.531,113.57700000000001,1
1092,Serenity,Godsmack,spotify:track:7BXGqNpEjDjuKhPIF4zd2f,0.6859999999999999,0.6859999999999999,-5.17,0.0235,0.0297,9.09e-06,0.308,110.15899999999999,5
1093,From The Pinnacle To The Pit,Ghost,spotify:track:68OVKwrzkwGqQZIm9MVwUK,0.47,0.929,-4.26,0.0569,8.36e-05,0.147,0.451,89.984,7
1094,The Gift of Guilt,Gojira,spotify:track:5ke0lqEJZM2nAD3aRMxfV2,0.19699999999999998,0.977,-5.63,0.0693,9.779999999999999e-05,0.6940000000000001,0.0819,157.221,3
1095,Give It Away,Red Hot Chili Peppers,spotify:track:0uppYCG86ajpV2hSR3dJJ0,0.6659999999999999,0.9359999999999999,-9.919,0.0476,0.00244,0.086,0.7759999999999999,91.57700000000001,8
1096,Given to Fly,Pearl Jam,spotify:track:4oLU3WLmbQD2jPduqMToyR,0.324,0.728,-8.413,0.0259,0.000162,0.0429,0.41200000000000003,101.145,1
1097,Go (Remastered),Pearl Jam,spotify:track:7M1L2Cv5025QeywNsdfPDK,0.46799999999999997,0.863,-7.037000000000001,0.0493,4.34e-06,0.33399999999999996,0.377,140.267,3
1098,Go Robot,Red Hot Chili Peppers,spotify:track:5m578MgxuEC956dulprCe8,0.852,0.6509999999999999,-6.254,0.0411,0.0432,0.0192,0.96,131.01,8
1099,Go With The Flow,Queens of the Stone Age,spotify:track:0wzRcekWyVCSyPtlPOeJau,0.24600000000000002,0.991,-3.903,0.087,0.00944,0.0753,0.415,159.39,3
1100,Goliath,Karnivool,spotify:track:1Jnp6In3o2qarJS6mPP8px,0.266,0.9009999999999999,-4.155,0.0775,0.000131,0.00109,0.5379999999999999,131.262,3
1101,Gonna See My Friend,Pearl Jam,spotify:track:36zuLMpjMfxtLCECsuK9FR,0.46399999999999997,0.9670000000000001,-4.2330000000000005,0.0507,1.6899999999999997e-05,0.000677,0.855,150.03799999999998,12
1102,Grease Box,Tad,spotify:track:1OCDCVzQVxVm2HceeEJTzm,0.414,0.851,-6.875,0.0548,1.4099999999999999e-05,0.14,0.6809999999999999,132.43,4
1103,Hard To See,Five Finger Death Punch,spotify:track:4pPjyFgDbLe4TpKdg5ZJqH,0.513,0.976,-3.117,0.17,4.62e-06,0.00033999999999999997,0.133,111.992,7
1104,Heart-Shaped Box,Nirvana,spotify:track:5CsjhePtc1FN7ecxqhzWDm,0.255,0.684,-10.245,0.067,0.20199999999999999,0.0289,0.271,201.8,3
1105,Heaven Beside You,Alice In Chains,spotify:track:1DCdIWCE5UFiObCsTSpKFv,0.552,0.725,-7.09,0.0319,0.00451,0.00015800000000000002,0.5579999999999999,111.243,4
1106,High and Dry,Radiohead,spotify:track:1daWG6AYC20lWevL2r1Rm2,0.42100000000000004,0.418,-9.549,0.0254,0.0655,0.0449,0.363,87.87700000000001,1
1107,High Road,Mastodon,spotify:track:4coYVm83MTdcEKlWcbU4Zh,0.428,0.9570000000000001,-3.201,0.0565,6.53e-06,0.0213,0.467,144.086,3
1108,The Hollow,A Perfect Circle,spotify:track:4XDBEoD6QFnzDY5oMmNVXN,0.295,0.789,-5.559,0.0702,0.000166,0.0898,0.515,104.135,7
1109,Hollow,Alice In Chains,spotify:track:5up1mp8VZjc8kA3QiwPQhW,0.45399999999999996,0.8340000000000001,-4.447,0.0352,2.24e-05,0.59,0.182,97.98100000000001,7
1110,The House Of Wolves,Bring Me The Horizon,spotify:track:77aRSy9dTVpG9naxEDd7n6,0.428,0.977,-2.256,0.154,0.0001,0.0,0.27899999999999997,75.98,7
1111,"Hook, Line & Sinker",Royal Blood,spotify:track:35lBL83KZl80dHivikZKEq,0.51,0.8959999999999999,-5.2170000000000005,0.0363,0.000614,1.4999999999999999e-05,0.49200000000000005,88.03399999999999,4
1112,How Did We Get So Dark?,Royal Blood,spotify:track:51txLjbvSBRvtxjCjAFLkM,0.568,0.871,-5.235,0.0494,0.0017699999999999999,0.00040599999999999995,0.693,133.064,4
1113,Howlin' For You,The Black Keys,spotify:track:5jdvRj8zXHJ7XpKsBKT9CZ,0.708,0.737,-6.665,0.0943,0.0299,0.0804,0.47600000000000003,132.612,5
1114,Hump de Bump,Red Hot Chili Peppers,spotify:track:5f2ZVFERwwh3asebmurZEf,0.685,0.971,-3.153,0.0362,0.142,7.04e-06,0.899,111.926,8
1115,Hunter Eats Hunter,Chevelle,spotify:track:6LxszpIXLH0spTVFZo1Fe5,0.425,0.852,-5.977,0.0525,2.8000000000000003e-05,0.11800000000000001,0.138,147.013,3
1116,Hysteria,Muse,spotify:track:7xyYsOvq5Ec3P4fr6mM9fD,0.41200000000000003,0.92,-4.852,0.0575,0.00045599999999999997,0.0026,0.455,93.162,7
1117,I Miss You,Incubus,spotify:track:0ZVorBFSmsJBE0pczFzIvk,0.6659999999999999,0.603,-7.314,0.0258,0.00031,0.00131,0.195,116.84,5
1118,I Only Lie When I Love You,Royal Blood,spotify:track:1LbwMX3159t6QxG3u7DRWe,0.65,0.8859999999999999,-4.821000000000001,0.0483,0.0011099999999999999,0.000129,0.88,124.01299999999999,8
1119,I Sat By The Ocean,Queens of the Stone Age,spotify:track:7oXRMDUzBPekkLRTJhSGvC,0.516,0.7809999999999999,-4.004,0.0364,0.0013599999999999999,0.000735,0.897,116.79299999999999,4
1120,I Stay Away,Alice In Chains,spotify:track:6HnZsLUDrG3HTSbh8sq2u3,0.22399999999999998,0.782,-7.065,0.04,0.0446,0.00355,0.267,81.794,7
1121,I-E-A-I-A-I-O,System Of A Down,spotify:track:17cKTJIWIHTeTmdgNs77DL,0.626,0.7909999999999999,-2.734,0.0721,0.000126,0.0219,0.433,133.204,5
1122,Immigrant Song - 1990 Remaster,Led Zeppelin,spotify:track:6kjlvJLh2DBsSQtqVzFh8I,0.574,0.9259999999999999,-10.79,0.0562,0.00031,0.478,0.609,113.09700000000001,11
1123,In Bloom - Nevermind Version,Nirvana,spotify:track:2mvffzYUJ9Ld9xhsF5DUjU,0.436,0.8759999999999999,-4.902,0.0647,3.3299999999999996e-05,0.00010400000000000001,0.512,157.04399999999998,3
1124,In My Head,Queens of the Stone Age,spotify:track:6wnb2fitY3ZGOBFHl5TNBk,0.475,0.915,-4.067,0.0368,0.0104,5.21e-05,0.433,134.304,7
1125,In The Clear,Foo Fighters,spotify:track:0MXosG7BdA9uukm88V7zAD,0.562,0.754,-5.686,0.0634,6.55e-05,0.0459,0.474,132.965,4
1126,Indifference (Remastered),Pearl Jam,spotify:track:37x0jGGt2DmpGSz6AsVePq,0.303,0.28,-12.697000000000001,0.0297,0.929,0.00185,0.245,102.221,9
1127,Infallible,Pearl Jam,spotify:track:6BaVlhD1jx0iQzJ7GqEJ17,0.516,0.7829999999999999,-6.285,0.0276,0.00877,2.12e-06,0.61,152.004,12
1128,Interstate Love Song,Stone Temple Pilots,spotify:track:600s08VdbjiyAjDGDjYSFI,0.214,0.9470000000000001,-5.053,0.0507,0.000552,0.00352,0.483,170.61599999999999,3
1129,An Island,Chevelle,spotify:track:6wFo6rUHPk69QrZWRelFUH,0.47700000000000004,0.856,-5.919,0.0497,4.15e-05,0.35200000000000004,0.354,95.976,7
1130,Jawbreaker,Chevelle,spotify:track:2cvR00Xja0qxDaRv8DeERP,0.49,0.875,-5.513999999999999,0.055999999999999994,5.42e-06,0.6409999999999999,0.327,114.971,11
1131,Jeremy,Pearl Jam,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,-6.472,0.0438,0.0404,0.0,0.287,108.80799999999999,7
1132,Karma Police,Radiohead,spotify:track:4toSP60xmDNCFuXly8ywNZ,0.36,0.505,-9.129,0.026000000000000002,0.0626,9.22e-05,0.317,74.807,1
1133,Killing In the Name,Rage Against The Machine,spotify:track:3FUS56gKr9mVBmzvlnodlh,0.457,0.779,-6.3229999999999995,0.257,0.0185,2.04e-06,0.7340000000000001,86.573,14
1134,Know Your Enemy,Rage Against The Machine,spotify:track:1IDAJagxB9AQjjYXaiDK1j,0.574,0.765,-7.755,0.128,0.0141,0.0037799999999999995,0.613,117.63600000000001,4
1135,Last Kiss,Pearl Jam,spotify:track:3RErQfC1s2idTehzBKu4Dh,0.603,0.7490000000000001,-4.756,0.0281,0.21100000000000002,0.0,0.752,112.135,4
1136,Leash (Remastered),Pearl Jam,spotify:track:52FlqmFHKaTV0dDMEe0F4F,0.423,0.9209999999999999,-5.555,0.0583,7.670000000000001e-05,0.0116,0.366,103.431,7
1137,The Less I Know The Better,Tame Impala,spotify:track:4g3Ax56IslQkI6XVfYKVc5,0.64,0.755,-4.077,0.0287,0.0138,0.0208,0.7440000000000001,116.883,8
1138,Let It Happen,Tame Impala,spotify:track:068LmtzI6xJJDPfPnMje0U,0.602,0.8740000000000001,-5.906000000000001,0.0428,0.00476,0.0192,0.612,125.01700000000001,4
1139,Light Years,Pearl Jam,spotify:track:0KWvfDCxfazDLfVqmmvvzm,0.38799999999999996,0.726,-6.9110000000000005,0.0341,0.0447,0.113,0.746,205.07,12
1140,Life Wasted,Pearl Jam,spotify:track:4E938GnJH2e4dtImtRpjpX,0.386,0.958,-4.297,0.0645,0.00134,1.18e-06,0.49700000000000005,141.965,3
1141,Lightning Bolt,Pearl Jam,spotify:track:7wOlGqDSHreqw8gNNjZlE3,0.48100000000000004,0.888,-6.194,0.0308,0.00162,3.82e-05,0.816,151.024,12
1142,Lights Out,Royal Blood,spotify:track:1060gzllf4b0UETAXisR5l,0.501,0.8240000000000001,-7.25,0.0413,0.000127,0.00031099999999999997,0.57,89.97200000000001,4
1143,Lithium,Nirvana,spotify:track:5vHLwhxxlGzmClMcxRRFPr,0.6779999999999999,0.6559999999999999,-6.41,0.0381,0.0017399999999999998,0.0,0.485,123.20700000000001,5
1144,Long Road To Ruin,Foo Fighters,spotify:track:0bORa4VpL8NzyMXEI6UFGK,0.401,0.888,-3.793,0.0401,0.000367,0.0,0.365,146.781,3
1145,Look Around,Red Hot Chili Peppers,spotify:track:4RU7rnJBOXCzWmsLDqUaFC,0.56,0.953,-2.372,0.0851,0.005,1.6e-05,0.519,111.911,4
1146,Lotus Flower,Radiohead,spotify:track:22cmWcCul4Px0b4rnC4fxo,0.725,0.6859999999999999,-8.796,0.0316,0.0904,0.449,0.6609999999999999,128.018,8
1147,Love Hurts,Incubus,spotify:track:5JTgqOeHWg4bxMZYMRTE4H,0.474,0.805,-4.063,0.0266,0.0129,2.51e-06,0.409,78.102,7
1148,"Love, Hate, Love",Alice In Chains,spotify:track:2YolSRrYvFxhTGjbiT33yH,0.32299999999999995,0.633,-9.014,0.0402,0.00783,0.00011200000000000001,0.209,103.978,1
1149,The Gold It's in the...,Pink Floyd,spotify:track:2ON80h9ZjmY0WBpVz8OPjU,0.507,0.506,-11.745999999999999,0.0409,3.77e-05,0.000695,0.386,117.554,1
1150,Echoes,Pink Floyd,spotify:track:7kriFJLY2KOhw5en9iI2jb,0.285,0.322,-16.58,0.044000000000000004,0.366,0.6509999999999999,0.142,134.042,2
1151,Break Stuff,Limp Bizkit,spotify:track:4WJNMSihHL8e4hs9SkBq9C,0.43200000000000005,0.884,-6.659,0.13,0.0127,0.0005269999999999999,0.624,108.948,4
1152,Nookie,Limp Bizkit,spotify:track:47Wf9dKEHGptcL1lyQIsZk,0.573,0.929,-5.996,0.08199999999999999,0.00218,0.0723,0.284,97.57,7
1153,Caught In A Mosh,Anthrax,spotify:track:6AlUhxZG6lcSBJlFEG2Mgp,0.366,0.963,-11.591,0.0708,0.000308,0.00032599999999999996,0.131,106.52799999999999,7
1154,Madhouse,Anthrax,spotify:track:6DRvu6LgU0wRF6Yr7WHRji,0.331,0.79,-11.612,0.078,0.00279,0.0953,0.604,163.47899999999998,3
1155,Indians,Anthrax,spotify:track:6wgZspzGPlGRgXvv7lhprq,0.336,0.9420000000000001,-10.433,0.0379,0.000797,0.0004940000000000001,0.519,105.49600000000001,7
1156,Symphony Of Destruction,Megadeth,spotify:track:51TG9W3y9qyO8BY5RXKgnZ,0.61,0.8909999999999999,-5.452000000000001,0.0587,0.000805,0.0928,0.51,139.903,4
1157,Tornado Of Souls - Remastered 2004,Megadeth,spotify:track:4E5xVW505akJX0wcKj8Mpd,0.519,0.982,-3.5469999999999997,0.10800000000000001,0.00203,0.00055,0.361,97.745,7
1158,A Tout Le Monde - Remastered 2004,Megadeth,spotify:track:6olS0TmHmsGr0hXtcBsiVM,0.272,0.747,-4.86,0.0401,0.000393,4.03e-05,0.255,202.77700000000002,3
1159,N.I.B.,Black Sabbath,spotify:track:62oNfnQqObaqARM0DTibAL,0.47600000000000003,0.556,-10.585999999999999,0.0646,0.0838,1.59e-05,0.43,103.12200000000001,1
1160,Bark at the Moon,Ozzy Osbourne,spotify:track:2E7W1X4maFFcjHrVrFA7Vs,0.303,0.961,-5.332999999999999,0.243,0.00253,6.2e-05,0.305,146.591,3
1161,Shot in the Dark,Ozzy Osbourne,spotify:track:31dqpLUModJWNbxrXu6TWd,0.581,0.7909999999999999,-7.2620000000000005,0.0324,0.00835,6.02e-05,0.619,123.887,4
1162,Dreamer,Ozzy Osbourne,spotify:track:78PKCefXwDLbl4FVO1Pjzh,0.493,0.636,-7.4079999999999995,0.0256,0.0629,2.49e-06,0.27899999999999997,79.419,1
1163,No More Tears,Ozzy Osbourne,spotify:track:7w6PJe5KBPyvuRYxFkPssC,0.34600000000000003,0.7490000000000001,-6.506,0.035,0.0016699999999999998,8.859999999999999e-05,0.315,102.59100000000001,7
1164,"Mama, I'm Coming Home",Ozzy Osbourne,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,0.282,0.6559999999999999,-6.557,0.0302,0.0105,0.0,0.242,139.352,3
1165,Crazy Train,Ozzy Osbourne,spotify:track:2b9lp5A6CqSzwOrBfAFhof,0.45299999999999996,0.905,-4.001,0.115,0.36,0.0005690000000000001,0.474,137.571,3
1166,Paranoid,Black Sabbath,spotify:track:1jzDzZWeSDBg5fhNc3tczV,0.429,0.631,-11.514000000000001,0.0769,7.85e-05,0.00411,0.376,162.734,3
1167,Iron Man,Black Sabbath,spotify:track:0TI8TP4FitVPoEHPTySx48,0.332,0.769,-11.503,0.0765,0.00367,0.00413,0.525,157.378,3
1168,War Pigs,Black Sabbath,spotify:track:0W35nxtHtFlseSojmygEsf,0.46399999999999997,0.612,-12.019,0.0591,0.11599999999999999,0.0055899999999999995,0.496,91.499,1
1169,Children of the Grave,Black Sabbath,spotify:track:3ZuVfQriS93y6ofwbIf7lp,0.311,0.6579999999999999,-13.529000000000002,0.0406,0.0706,0.10400000000000001,0.353,151.813,1
1170,Heaven and Hell - 2009 Remaster,Black Sabbath,spotify:track:3HzWxmvpQU3QHQ59zw1X4V,0.33299999999999996,0.445,-16.343,0.0283,0.008579999999999999,0.0451,0.35,89.37100000000001,1
1171,Changes,Black Sabbath,spotify:track:4MpIwDaZdFLafMDcAx4k4q,0.289,0.23800000000000002,-12.244000000000002,0.0326,0.0421,2.7300000000000003e-05,0.187,81.264,1
1172,Sabbath Bloody Sabbath,Black Sabbath,spotify:track:2CzKVfVA9U7OKbIpAVPZOk,0.361,0.631,-9.215,0.0356,0.40399999999999997,9.9e-05,0.541,137.757,10
1173,Ace Of Spades,Motörhead,spotify:track:47FyQCd3TYLrZ9TU6MPaWK,0.324,0.991,-4.465,0.19699999999999998,0.00247,0.00895,0.195,140.245,3
1174,Black Night,Deep Purple,spotify:track:46VaDtbrBj929FWnUdTQV0,0.531,0.8420000000000001,-10.368,0.113,0.0418,0.0567,0.84,134.661,12
1175,Always,Bon Jovi,spotify:track:0kish3Tobj6Wq0we74343q,0.377,0.6579999999999999,-5.5889999999999995,0.0318,0.11699999999999999,0.0,0.307,143.713,3
1176,AMERIKA,Rammstein,spotify:track:0HpMvhmhBnRBJ9iocNl16t,0.608,0.885,-4.296,0.0963,0.0025800000000000003,1.3300000000000001e-05,0.518,125.023,4
1177,Anarchy in the U.K.,Sex Pistols,spotify:track:3LoDeIbiR12sAznmpNEmKA,0.32299999999999995,0.978,-3.841,0.11800000000000001,0.0422,0.00018999999999999998,0.168,134.222,3
1178,"Another Brick in the Wall, Pt. 2",Pink Floyd,spotify:track:4gMgiXfqyzZLMhsksGmbQV,0.6940000000000001,0.39399999999999996,-15.880999999999998,0.0428,0.0781,0.000677,0.7190000000000001,104.126,0
1179,Another One Bites The Dust - Remastered 2011,Queen,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,0.9329999999999999,0.528,-6.472,0.161,0.11199999999999999,0.312,0.754,109.96700000000001,14
1180,Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,-5.678,0.047,0.011000000000000001,0.00965,0.763,188.386,12
1181,Be Quick Or Be Dead - 1998 Remastered Version,Iron Maiden,spotify:track:7kMZGMJlckd50Mhfaq7gVD,0.33399999999999996,0.9490000000000001,-6.4510000000000005,0.0749,0.000185,0.0010199999999999999,0.601,127.82799999999999,7
1182,Black Dog - 1990 Remaster,Led Zeppelin,spotify:track:0NSeXLBOh16zjbENkAu0P6,0.43200000000000005,0.848,-8.095,0.0878,0.27399999999999997,0.0344,0.743,81.20100000000001,4
1183,Black Sabbath,Black Sabbath,spotify:track:1udmPvJoBnqitbeYKKc9mc,0.344,0.449,-13.887,0.0421,0.0493,0.0278,0.12300000000000001,132.809,1
1184,Blitzkrieg Bop - 2001 Remastered Version,Ramones,spotify:track:33iQW2OneB0oNh2NfrAzqW,0.547,0.733,-6.558,0.0433,0.0103,0.131,0.9620000000000001,176.19799999999998,12
1185,Born To Be Wild,Steppenwolf,spotify:track:63OFKbMaZSDZ4wtesuuq6f,0.43799999999999994,0.71,-12.412,0.0919,0.262,0.537,0.53,145.928,11
1186,The Boys Are Back In Town,Thin Lizzy,spotify:track:4QEbXYWpDDWHzXNINdZlzW,0.36,0.851,-5.542000000000001,0.0838,0.252,3.77e-06,0.6829999999999999,79.39,7
1187,Break on Through (To the Other Side),The Doors,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,0.42100000000000004,0.7509999999999999,-9.584,0.0472,0.2,0.0,0.789,89.839,4
1188,Breaking the Law,Judas Priest,spotify:track:2RaA6kIcvomt77qlIgGhCT,0.36200000000000004,0.961,-5.664,0.0857,0.024,9.35e-06,0.491,164.019,3
1189,Brothers Of Metal (Part 1),Manowar,spotify:track:3tuCmmn6JmRXPln2Zt7KyI,0.5660000000000001,0.917,-6.385,0.0615,5.539999999999999e-05,0.0725,0.5539999999999999,164.297,12
1190,Burn - Remastered 2004,Deep Purple,spotify:track:1iW2ktyrQHNKZwFTvgP0Ta,0.387,0.94,-6.192,0.0376,0.0155,0.023,0.5820000000000001,98.53299999999999,7
1191,Call for War,Grave Digger,spotify:track:2izcUDo0YrvnOBMnCTGUgf,0.16699999999999998,0.992,-5.917000000000001,0.0925,1.0800000000000002e-05,0.00412,0.17300000000000001,170.15900000000002,3
1192,Child in Time - 1995 Remaster,Deep Purple,spotify:track:573Z2Dty5epeNgKsgoDOlr,0.344,0.49700000000000005,-9.295,0.0366,0.0167,0.45299999999999996,0.35600000000000004,127.70700000000001,1
1193,Cocaine,Eric Clapton,spotify:track:6hDegaGv8VwBoMhGqoPfxR,0.696,0.58,-9.716000000000001,0.0265,0.0744,0.0212,0.6829999999999999,105.17200000000001,0
1194,Comfortably Numb - 2011 Remastered Version,Pink Floyd,spotify:track:082cLCIXNPg2ruTrENz4Vt,0.47200000000000003,0.366,-12.595,0.0286,0.15,0.308,0.171,127.167,1
1195,Cotton Fields,Creedence Clearwater Revival,spotify:track:0iIJ6t6HbI8CJnS7pmuCHb,0.57,0.649,-7.1160000000000005,0.0283,0.18600000000000003,0.0,0.872,148.52200000000002,12
1196,D'yer Mak'er - Remaster,Led Zeppelin,spotify:track:5uUhS7XDkyycNa5FaNfPGT,0.525,0.929,-8.56,0.0784,0.262,2.8999999999999997e-05,0.556,163.503,12
1197,Don't Cry (Original),Guns N' Roses,spotify:track:2N2yrmodOnVF10mKvItC9P,0.456,0.59,-8.638,0.0327,0.00182,0.00379,0.243,124.635,1
1198,Don't Stop Me Now - Remastered 2011,Queen,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,0.5589999999999999,0.868,-5.276,0.17,0.0475,0.000176,0.609,156.295,12
1199,Dream On,Ronnie James Dio,spotify:track:0gUiRGVtNJXSf3zlTmDOjv,0.322,0.625,-6.665,0.0305,0.0358,2.61e-06,0.245,156.043,3
1200,Dust in the Wind,Kansas,spotify:track:6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,-10.687000000000001,0.0283,0.36700000000000005,0.00056,0.387,93.50299999999999,1
1201,Europa (Earth's Cry Heaven's Smile),Santana,spotify:track:5Yp3e8RcjYevBTZYJ7OD7s,0.29600000000000004,0.669,-5.364,0.0452,0.03,0.831,0.679,74.692,11
1202,Every Breath You Take - Remastered 2003,The Police,spotify:track:5C0LFQARavkPpn7JgA4sLk,0.82,0.452,-9.796,0.0348,0.5429999999999999,0.00294,0.74,117.40100000000001,0
1203,Fear Of The Dark - 1998 Remastered Version,Iron Maiden,spotify:track:0P4JuEXYJmu2Q7BTtQW5nR,0.302,0.815,-8.756,0.0582,0.000762,0.00033999999999999997,0.251,109.93700000000001,7
1204,Fireball - 1996 Remaster,Deep Purple,spotify:track:0G56RqAUXPAlhi3EfiGZ50,0.557,0.903,-12.029000000000002,0.057999999999999996,0.000672,0.0052,0.9079999999999999,121.26700000000001,8
1205,Flight Of Icarus - 1998 Remastered Version,Iron Maiden,spotify:track:4E45qDvLZmViXf6WL7hcMi,0.38,0.893,-6.332000000000001,0.0891,0.0524,9.19e-06,0.406,110.876,7
1206,Have You Ever Seen The Rain?,Creedence Clearwater Revival,spotify:track:0Jci9dBlCSDgL5ivMMSAQx,0.741,0.6970000000000001,-7.028,0.0277,0.0664,2.2800000000000002e-05,0.774,116.109,8
1207,Heartbreaker - 1990 Remaster,Led Zeppelin,spotify:track:6WE7jSshLCuVKoCmobVKVf,0.40299999999999997,0.7090000000000001,-9.366,0.0885,0.0746,0.494,0.654,97.161,1
1208,Hells Bells,AC/DC,spotify:track:69QHm3pustz01CJRwdo20z,0.389,0.873,-4.768,0.0475,0.00532,0.0055,0.303,106.76700000000001,7
1209,Hey Jude - Remastered 2015,The Beatles,spotify:track:0aym2LBJBk9DAYuHHutrIl,0.386,0.607,-7.7,0.0261,0.0112,1.3800000000000002e-05,0.532,147.207,3
1210,Highway to Hell,AC/DC,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,0.574,0.9129999999999999,-4.793,0.133,0.061,0.00158,0.423,115.728,7
1211,Holy Diver,Dio,spotify:track:54yLLvpezvPO1lA3GspiZj,0.473,0.7829999999999999,-10.671,0.0869,0.0125,0.475,0.124,91.976,1
1212,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,spotify:track:7fSGbZLhWlAiCC3HDPAULu,0.725,0.853,-7.8420000000000005,0.0353,0.0348,0.127,0.904,136.282,8
1213,Imagine - Remastered 2010,John Lennon,spotify:track:7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,-12.357999999999999,0.0252,0.907,0.183,0.16899999999999998,75.752,9
1214,Iron Man,Black Sabbath,spotify:track:5TFyNdCLlC1ZRuwczqaS97,0.33899999999999997,0.8240000000000001,-9.522,0.0938,0.00521,0.00432,0.5379999999999999,154.57299999999998,3
1215,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,spotify:track:7nemcVsXVFZF01iqpIIo2Y,0.456,0.863,-3.551,0.0894,0.133,0.0538,0.532,135.96200000000002,4
1216,Kashmir - 1990 Remaster,Led Zeppelin,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,0.48,0.536,-11.165999999999999,0.0427,0.488,4.22e-05,0.581,80.617,1
1217,La Grange - 2005 Remaster,ZZ Top,spotify:track:70YvYr2hGlS01bKRIho1HM,0.545,0.64,-9.937000000000001,0.22399999999999998,0.00249,0.0304,0.606,80.544,14
