,songs,artists,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,clusters
1218,The Last In Line,Dio,spotify:track:3GRlvuFqGyc0FmJpvsKSMv,0.261,0.8220000000000001,-8.481,0.0858,0.00218,0.184,0.64,175.74099999999999,3
1219,Last Man Standing,HammerFall,spotify:track:52p7YvOmvdCG714prT2Peo,0.5329999999999999,0.8029999999999999,-6.702000000000001,0.0376,0.0447,0.0,0.165,109.99799999999999,7
1220,Light My Fire,The Doors,spotify:track:5uvosCdMlFdTXhoazkTI5R,0.413,0.725,-5.787000000000001,0.0324,0.369,2.1600000000000003e-05,0.44,124.618,7
1221,Live And Let Die - Main Title,Paul McCartney,spotify:track:0H06kL0mNCE9eSA2mRERBM,0.34700000000000003,0.433,-13.206,0.0882,0.26,0.000413,0.20199999999999999,77.24600000000001,1
1222,Livin' On A Prayer,Bon Jovi,spotify:track:4hXCYD2ah6Ak0wmrAxovV5,0.5329999999999999,0.8909999999999999,-3.822,0.0332,0.0842,0.00045,0.831,122.51700000000001,4
1223,Money,Pink Floyd,spotify:track:0vFOzaXqZHahrZp6enQwQb,0.469,0.537,-10.421,0.152,0.0241,0.00201,0.7829999999999999,124.193,12
1224,Mother,Danzig,spotify:track:5JtuIHVfsYBFAVrHwjUddj,0.37,0.767,-9.435,0.0595,0.00868,0.00053,0.36,148.56,3
1225,Mother Russia - 1998 Remastered Version,Iron Maiden,spotify:track:2jRkQmG5m8zP5aceyarfMY,0.305,0.8009999999999999,-7.776,0.0418,0.312,0.0339,0.37200000000000005,94.0,7
1226,Mr. Crowley,Ozzy Osbourne,spotify:track:5XfWzGa5zuz88IOYbWNTMa,0.287,0.757,-6.482,0.0591,0.204,0.000294,0.35700000000000004,108.554,7
1227,My Sharona,The Knack,spotify:track:1HOMkjp0nHMaTnfAkslCQj,0.586,0.7,-9.558,0.0363,0.0589,0.00125,0.897,147.245,12
1228,No One Like You,Scorpions,spotify:track:5hVepr5CHiTGtJY5bP4i5n,0.601,0.9279999999999999,-4.38,0.0481,0.013999999999999999,0.000113,0.625,115.999,4
1229,November Rain,Guns N' Roses,spotify:track:3YRCqOhFifThpSRFJ1VWFM,0.294,0.6409999999999999,-9.316,0.0291,0.0163,0.22,0.226,79.759,1
1230,Painkiller,Judas Priest,spotify:track:0L7zm6afBEtrNKo6C6Gj08,0.435,0.987,-4.667,0.16,0.000195,0.0847,0.10099999999999999,103.16,7
1231,People Are Strange,The Doors,spotify:track:1Jmqubf9kGkWeYQXQKImL5,0.6990000000000001,0.467,-8.578,0.0375,0.685,0.0,0.764,119.287,0
1232,Perfect Strangers,Deep Purple,spotify:track:521gC8oqqmUknLZpodHOh9,0.521,0.721,-7.699,0.0254,0.0034799999999999996,0.0113,0.611,97.57799999999999,4
1233,Pet Sematary - 2002 Remaster,Ramones,spotify:track:3nDCRsKhV3R53tNEBj4M1S,0.475,0.946,-6.484,0.0407,0.00364,0.000364,0.691,148.248,12
1234,Piano Man,Billy Joel,spotify:track:27Fnx28gzhfHybaVvE2ZY4,0.336,0.366,-13.484000000000002,0.0292,0.62,0.0,0.48,178.122,10
1235,Poison,Alice Cooper,spotify:track:5XcZRgJv3zMhTqCyESjQrF,0.28,0.9079999999999999,-5.5089999999999995,0.109,0.0327,8.85e-06,0.26,118.698,7
1236,Rainbow In The Dark,Dio,spotify:track:5qFxuUIAwJlzO60vqOiL7y,0.508,0.912,-8.049,0.0368,7.06e-05,0.40299999999999997,0.682,117.58200000000001,4
1237,Rock And Roll All Nite,KISS,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,0.654,0.929,-5.906000000000001,0.0998,0.0468,0.0,0.902,144.774,8
1238,Rock You Like a Hurricane,Scorpions,spotify:track:7bRAfjkvqFw2koYKswugoA,0.461,0.784,-6.733,0.0452,0.00294,3.37e-05,0.634,125.598,4
1239,Roxanne - Remastered 2003,The Police,spotify:track:3FmAUR4SPWa3P1KyDf21Fu,0.618,0.748,-8.905,0.361,0.0384,4.1e-06,0.662,134.001,6
1240,Send Me An Angel,Scorpions,spotify:track:4rBgm0zIGwwAhuUibPehy2,0.231,0.43,-11.600999999999999,0.0301,0.44799999999999995,0.00141,0.155,104.66799999999999,1
1241,Selling My Soul,Black Sabbath,spotify:track:1nICrSEk0Pl00J5cGbprLA,0.5379999999999999,0.71,-8.26,0.0304,2.24e-05,0.00148,0.564,119.914,4
1242,The Show Must Go On - Remastered 2011,Queen,spotify:track:5n6RDaGFSN88oRWuGtYAIN,0.426,0.687,-6.926,0.0329,0.409,0.0,0.18899999999999997,84.141,1
1243,Since I've Been Loving You - Remaster,Led Zeppelin,spotify:track:5B3Zj2prDQT1VrYxXCzQg3,0.39299999999999996,0.364,-10.945,0.0345,0.0021,0.0703,0.308,118.566,1
1244,Smells Like Teen Spirit,Nirvana,spotify:track:3oTlkzk1OtrhH8wBAduVEi,0.485,0.863,-9.027000000000001,0.0495,1.22e-05,0.0162,0.767,116.835,4
1245,Smoke On The Water - Remastered 2012,Deep Purple,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,0.598,0.6759999999999999,-9.211,0.0279,0.13,0.225,0.805,114.169,8
1246,So Lonely - Remastered 2003,The Police,spotify:track:3awlW6flEG4juGnGCduWw9,0.541,0.5710000000000001,-8.308,0.16,0.0123,1.55e-06,0.73,77.335,14
1247,Soldier of Fortune,Deep Purple,spotify:track:7uRcUUmZpU4YVZFNVZnyXd,0.456,0.395,-10.129,0.0293,0.359,0.000173,0.243,132.611,10
1248,Stairway to Heaven - 1990 Remaster,Led Zeppelin,spotify:track:51pQ7vY7WXzxskwloaeqyj,0.34600000000000003,0.335,-12.453,0.0339,0.575,0.00674,0.213,84.204,9
1249,Stand Up And Shout,Dio,spotify:track:2aAh0EYCeXyMARmtl6A3yB,0.508,0.9279999999999999,-10.867,0.0867,0.0009880000000000002,0.649,0.36200000000000004,109.36200000000001,11
1250,Start Me Up - 2009 Re-Mastered Digital Version,The Rolling Stones,spotify:track:6ml6iL8HUdQKgtMaehAZc8,0.631,0.932,-4.1419999999999995,0.0354,0.0436,0.13699999999999998,0.971,122.429,8
1251,Sultans Of Swing,Dire Straits,spotify:track:3LTMnFa0hhwisyq6ILahyj,0.731,0.797,-9.992,0.0309,0.0771,0.0248,0.9329999999999999,148.192,8
1252,Sunshine Of Your Love,Cream,spotify:track:03Z8RmEoNzAbmxTM59m336,0.6829999999999999,0.594,-8.289,0.0347,0.385,8.609999999999999e-05,0.7340000000000001,115.09899999999999,0
1253,Sweet Child O' Mine,Guns N' Roses,spotify:track:7o2CTH4ctstm8TNelqjb51,0.45399999999999996,0.91,-7.766,0.0448,0.0866,0.0996,0.629,125.116,4
1254,Sympathy For The Devil,The Rolling Stones,spotify:track:4sFbojhVXQv7dBC9PVCcRn,0.5660000000000001,0.6729999999999999,-10.814,0.306,0.565,1.13e-06,0.583,114.385,6
1255,T.N.T.,AC/DC,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,-5.218,0.302,0.153,0.00010800000000000001,0.435,126.366,6
1256,Thunderstruck,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.259,133.52,7
1257,The Trooper - 1998 Remastered Version,Iron Maiden,spotify:track:2pxAohyJptQWTQ5ZRWYijN,0.28600000000000003,0.856,-6.777,0.0585,0.0238,0.0542,0.696,162.12,3
1258,Voodoo - 2001 Remaster,Black Sabbath,spotify:track:6pgmZh1ZOFtBvXYfznLW3U,0.513,0.674,-13.325999999999999,0.0271,0.0225,0.159,0.687,101.619,1
1259,War Pigs,Black Sabbath,spotify:track:6BUhl6rrIIqUJgJP4QjJP7,0.46399999999999997,0.612,-12.019,0.0591,0.11599999999999999,0.0055899999999999995,0.496,91.499,1
1260,We Rock,Dio,spotify:track:6qxi41lmbH35MT29bqlL4k,0.327,0.873,-10.779000000000002,0.0514,4.99e-06,0.0172,0.48,153.012,3
1261,We Will Rock You - Remastered,Queen,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,0.6920000000000001,0.49700000000000005,-7.316,0.11900000000000001,0.6759999999999999,0.0,0.475,81.308,0
1262,When A Blind Man Cries - Non Album B-Side;2012 - Remaster,Deep Purple,spotify:track:0JtcFIgrkSagrM5JdFakeO,0.52,0.27399999999999997,-10.661,0.0363,0.843,0.0165,0.222,64.21,9
1263,Whole Lotta Love - 1990 Remaster,Led Zeppelin,spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.41200000000000003,0.902,-11.6,0.405,0.0484,0.131,0.42200000000000004,89.74,6
1264,Wind Of Change,Scorpions,spotify:track:6wjSNO6uJYlgbbfauyWhiw,0.45299999999999996,0.5429999999999999,-10.106,0.0366,0.297,0.0,0.282,151.362,10
1265,Wish You Were Here,Pink Floyd,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,0.48100000000000004,0.262,-15.73,0.0414,0.735,0.0114,0.375,122.883,9
1266,You Give Love A Bad Name,Bon Jovi,spotify:track:3U7H63zKWLjOuFZJUmTowp,0.5589999999999999,0.825,-10.725,0.0401,0.0771,0.0,0.805,122.821,4
1267,All My Love - 1990 Remaster,Led Zeppelin,spotify:track:6lrh9jZ1xoMwoErgPSj2rY,0.599,0.7440000000000001,-8.72,0.0316,0.131,0.00275,0.723,91.259,4
1268,Bad To The Bone,George Thorogood & The Destroyers,spotify:track:6oMQiqmcVGYm0OfMwNh7rI,0.33399999999999996,0.9009999999999999,-4.21,0.0899,0.00227,0.0192,0.6940000000000001,148.80100000000002,3
1269,Black Magic Woman,Santana,spotify:track:3i6pEhWMcPCTiWBzQW2N8Q,0.47700000000000004,0.535,-12.285,0.0438,0.627,0.141,0.505,124.12299999999999,10
1270,Cherry Pie,Warrant,spotify:track:7LygtNjQ65PSdzVjUnHXQb,0.47200000000000003,0.946,-4.591,0.145,0.0372,0.0,0.486,177.489,3
1271,Come Together,Aerosmith,spotify:track:7Jcqhw56jfGOaysh2GVapB,0.418,0.7,-6.4879999999999995,0.0291,0.0332,0.000127,0.593,171.918,12
1272,Crazy,Aerosmith,spotify:track:2cBGl1Ehr1D9xbqNmraqb4,0.354,0.8640000000000001,-3.878,0.0386,0.094,0.0,0.436,162.252,3
1273,Cryin',Aerosmith,spotify:track:6XIQe8CyDYFHN0iCjfRIuj,0.451,0.828,-3.904,0.0328,0.000197,0.0128,0.498,105.882,7
1274,Dreamer,Ozzy Osbourne,spotify:track:1edCFSAq1uhb8WOBvSvVJr,0.474,0.643,-6.879,0.0259,0.0459,1.07e-05,0.268,79.461,1
1275,Hurt,Johnny Cash,spotify:track:1med9ijNdCwxnyS8vBpfhR,0.536,0.4,-7.7170000000000005,0.0263,0.6659999999999999,0.000906,0.146,90.32,9
1276,I Wanna Rock (Remastered Album Version),Twisted Sister,spotify:track:7zLC4HAY11GvvKsZHNrkAp,0.588,0.731,-8.299,0.0398,0.016,0.184,0.606,106.177,4
1277,It's My Life,Bon Jovi,spotify:track:1zOaxkbS1kAY1gIi0g8sOm,0.551,0.9129999999999999,-4.063,0.0466,0.0263,1.3500000000000001e-05,0.544,119.992,4
1278,Living After Midnight,Judas Priest,spotify:track:7ddn2swf3epWYsTFKu4Lvx,0.61,0.8240000000000001,-6.046,0.0534,0.0136,1.75e-06,0.8190000000000001,134.99200000000002,8
1279,Losing My Religion,R.E.M.,spotify:track:74EV0g12ihUoOUXMprFpZB,0.672,0.841,-5.992000000000001,0.0285,0.0767,0.0,0.82,125.43700000000001,8
1280,More Than Words,Extreme,spotify:track:4npgZHPUKjWn6ipv6wl66Q,0.623,0.127,-14.935,0.0306,0.452,0.0,0.237,91.625,9
1281,N.I.B.,Black Sabbath,spotify:track:5ADJhKCZQzoBlmYSIEwq8P,0.447,0.585,-8.058,0.0642,0.185,1.7800000000000002e-05,0.40399999999999997,104.471,1
1282,Otherside,Red Hot Chili Peppers,spotify:track:64BbK9SFKH2jk86U3dGj2P,0.45799999999999996,0.795,-3.265,0.0574,0.00316,0.000202,0.513,123.229,4
1283,Paradise City,Guns N' Roses,spotify:track:2pDPnlF496mf3EBwrTCHN2,0.273,0.953,-8.76,0.0768,0.0146,0.0173,0.445,100.26,7
1284,Patience,Guns N' Roses,spotify:track:3dDqIf7HF0Ga1tEFXmYzUs,0.456,0.264,-14.519,0.0314,0.7240000000000001,0.000129,0.34600000000000003,120.40899999999999,9
1285,Rock and Roll - 1990 Remaster,Led Zeppelin,spotify:track:3w2GGz0HjIu9OcWXINRFJR,0.327,0.895,-7.428,0.0367,0.0005639999999999999,0.0159,0.898,169.39,12
1286,Shoot to Thrill,AC/DC,spotify:track:0C80GCp0mMuBzLf3EAXqxv,0.457,0.904,-5.303,0.0747,0.000239,0.0879,0.48,141.03799999999998,3
1287,Snow (Hey Oh),Red Hot Chili Peppers,spotify:track:2aibwv5hGXSgw7Yru8IYTO,0.42700000000000005,0.9,-3.674,0.0499,0.11599999999999999,1.75e-05,0.599,104.655,4
1288,Under The Bridge,Red Hot Chili Peppers,spotify:track:7C3fJ1q01IQ137IQTRwmVZ,0.475,0.401,-11.672,0.0515,0.0285,5.7999999999999994e-05,0.475,84.742,1
1289,Walk This Way,Aerosmith,spotify:track:2vX5WL7s6UdeQyweZEx7PP,0.629,0.785,-10.761,0.0471,0.0249,9.45e-06,0.8690000000000001,108.531,8
1290,Zombie,The Cranberries,spotify:track:6xy6jNeNTYwjnKTDzMyHw2,0.309,0.649,-8.994,0.035,0.0158,0.00595,0.313,166.915,3
1291,Here I Go Again - 2011 Remaster,Whitesnake,spotify:track:567EwOGPAXg7Y9DQZTEFEE,0.23399999999999999,0.75,-7.034,0.0738,0.369,0.000805,0.316,173.82,3
1292,Knockin' On Heaven's Door,Guns N' Roses,spotify:track:32V8SrHZnYzZu7V47L2jgK,0.486,0.7440000000000001,-7.176,0.0404,0.0204,0.00298,0.36200000000000004,132.446,7
1293,Kickstart My Heart,Mötley Crüe,spotify:track:7GonnnalI2s19OCQO1J7Tf,0.359,0.981,-3.622,0.303,0.00125,0.00236,0.271,178.98,6
1294,Balls to the Wall,Accept,spotify:track:2dbOYFfS7r7NAzquRvji9A,0.544,0.7390000000000001,-7.382999999999999,0.0517,0.00392,0.000143,0.32799999999999996,118.287,5
1295,Heaven And Hell,Black Sabbath,spotify:track:6O6mF9dYWqJrvS6eWs5iIp,0.34600000000000003,0.5760000000000001,-11.495,0.0286,0.0156,0.0945,0.308,93.17399999999999,1
1296,Hey You - 2011 Remastered Version,Pink Floyd,spotify:track:6k48aZhCBak9GuabdbI9zd,0.588,0.301,-14.979000000000001,0.0294,0.221,0.00236,0.19,112.458,1
1297,High Hopes - 2011 Remastered Version,Pink Floyd,spotify:track:0NZOqx3KoON7NCVfnDxRE9,0.52,0.41100000000000003,-12.536,0.025,0.20199999999999999,0.153,0.28,75.235,1
1298,I Just Want You,Ozzy Osbourne,spotify:track:1anIy4FRJbu7N8ASed1bcE,0.252,0.915,-5.9670000000000005,0.0574,0.000595,5.4000000000000005e-05,0.428,171.142,3
1299,Let Me Hear You Scream,Ozzy Osbourne,spotify:track:5tQ4YPdDsPx0NlzrXkPro3,0.505,0.983,-1.795,0.0968,0.00041500000000000006,0.0,0.299,130.006,7
1300,Moby Dick,Led Zeppelin,spotify:track:0h2gzJQBt6duqZD6kWiz4s,0.49200000000000005,0.446,-17.180999999999997,0.064,0.025,0.8740000000000001,0.35600000000000004,112.818,13
1301,Ramble On - 1990 Remaster,Led Zeppelin,spotify:track:3MODES4TNtygekLl146Dxd,0.46799999999999997,0.607,-11.367,0.0336,0.07200000000000001,0.000852,0.8859999999999999,98.429,4
1302,Roxanne,The Police,spotify:track:2NMgVh5qaPprKTEzFe3501,0.611,0.6829999999999999,-9.872,0.426,0.0535,4.23e-06,0.65,133.149,6
1303,The Temple Of The King,Rainbow,spotify:track:6Z435tBPT5JamUR9dN7y8y,0.486,0.48700000000000004,-11.633,0.0341,0.445,1.4400000000000001e-05,0.373,81.97200000000001,1
1304,Turn The Page,Metallica,spotify:track:0qBvoubmrmKDsknLBbOtUg,0.42200000000000004,0.818,-3.9410000000000003,0.0319,1.64e-05,0.0137,0.228,149.045,3
1305,Unbreakable,Stratovarius,spotify:track:1lLhZ1NFcP1A6KSBJQlDan,0.465,0.958,-4.247,0.0418,0.000156,0.00011100000000000001,0.615,141.214,4
1306,We Are The Champions - Remastered 2011,Queen,spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,0.268,0.45899999999999996,-6.94,0.0346,0.37799999999999995,0.0,0.175,64.17699999999999,1
1307,Black Hole Sun,Soundgarden,spotify:track:3ztCt91U2wGkDZuzbCwH6H,0.35100000000000003,0.8220000000000001,-5.337000000000001,0.0408,0.000185,0.000117,0.158,105.50299999999999,7
1308,Toxicity,System Of A Down,spotify:track:7MeXwzhSDGfqNfuFANgzVC,0.40700000000000003,0.8759999999999999,-4.145,0.0529,0.000254,0.00265,0.521,116.335,7
1309,Stand by Me,Ben E. King,spotify:track:3SdTKo2uVsxFblQjpScoHy,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.605,118.068,0
1310,(Oh) Pretty Woman - 2015 Remaster,Van Halen,spotify:track:7ptv3yXdBWwzO7rVA62rwy,0.441,0.97,-2.1,0.0708,0.192,1.68e-06,0.5,128.289,7
1311,Creep,Radiohead,spotify:track:6b2oQwSGFkzsMtQruIWm2p,0.515,0.43,-9.935,0.0369,0.0102,0.00014099999999999998,0.10400000000000001,91.84100000000001,1
1312,Last Kiss,Pearl Jam,spotify:track:0m2SHDayflM5ntMdzKLaxH,0.619,0.722,-6.414,0.0275,0.41600000000000004,0.000183,0.7929999999999999,112.064,8
1313,Can't Help Falling in Love,Elvis Presley,spotify:track:5l5oJ7rf3ZODYsrAS1hah4,0.395,0.307,-13.508,0.0277,0.938,9.87e-05,0.341,100.01100000000001,9
1314,The Happiest Days of Our Lives,Pink Floyd,spotify:track:2O3l4X1yTua8oMMCtazkyo,0.741,0.231,-18.91,0.0415,0.551,0.747,0.547,103.994,13
1315,Breathe (In the Air),Pink Floyd,spotify:track:2ctvdKmETyOzPb2GiJJT53,0.431,0.375,-15.142000000000001,0.0347,0.391,0.721,0.258,128.153,2
1316,Have a Cigar,Pink Floyd,spotify:track:3CmHvyZQQAGkKkTjTBFWN6,0.45399999999999996,0.65,-10.191,0.0437,0.40700000000000003,0.0498,0.72,120.154,0
1317,High Hopes,Pink Floyd,spotify:track:5a4MgIUSf9K8wXLSm6xPEx,0.52,0.41100000000000003,-12.536,0.025,0.20199999999999999,0.153,0.28,75.235,1
1318,Mother,Pink Floyd,spotify:track:1GEOSS415bZVHNuXWlCT6b,0.578,0.15,-17.335,0.0334,0.243,0.00707,0.121,135.33100000000002,9
1319,Run Like Hell,Pink Floyd,spotify:track:0EaLRxrtnq7Mqhdf8q9txr,0.716,0.499,-15.457,0.0354,0.0235,0.449,0.42,116.97399999999999,1
1320,Young Lust,Pink Floyd,spotify:track:3xGJuHvSxFJxxYlHj5BIoT,0.615,0.55,-13.857999999999999,0.0349,0.0546,0.191,0.5489999999999999,95.485,1
1321,"Broken, Beat & Scarred",Metallica,spotify:track:2rZY0HzYBb65JUf79jcfqy,0.321,0.9740000000000001,-2.792,0.0789,5.550000000000001e-05,0.0154,0.519,121.56700000000001,7
1322,Sabbra Cadabra,Black Sabbath,spotify:track:6ZF80y1S2RBycHkhY1gzcf,0.276,0.622,-13.08,0.0461,0.0284,0.133,0.784,81.143,1
1323,Hollow,Pantera,spotify:track:1lM1ZHTvfKi5CMRjsZ4Sg9,0.273,0.688,-10.883,0.0326,9.48e-05,0.0504,0.34700000000000003,100.07700000000001,1
1324,The Kids Aren't Alright,The Offspring,spotify:track:01a0J96fRD91VnjQQUCqMK,0.527,0.941,-4.213,0.0377,0.00594,2.8899999999999998e-05,0.7929999999999999,99.63600000000001,4
1325,"You're Gonna Go Far, Kid",The Offspring,spotify:track:2G8IHtLBcgu2GXTwq0iB4Y,0.55,0.9129999999999999,-3.1039999999999996,0.0661,0.00564,0.0,0.581,126.10600000000001,4
1326,Pretty Fly (For A White Guy),The Offspring,spotify:track:51T1wGHtx6hXW89UCzw1Rc,0.722,0.895,-3.6839999999999997,0.11800000000000001,0.10099999999999999,1.27e-06,0.963,143.38299999999998,8
1327,Under the Bridge,Red Hot Chili Peppers,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,0.5589999999999999,0.345,-13.495999999999999,0.0459,0.0576,0.000105,0.45799999999999996,84.581,1
1328,Nothing Else Matters,Metallica,spotify:track:1znPMY3zq78mVuTAmOA9O7,0.5529999999999999,0.36200000000000004,-11.218,0.0263,0.0458,6.01e-06,0.158,142.352,1
1329,Master Of Puppets,Metallica,spotify:track:6kRz6Juetg9FgBm7PB1jDl,0.534,0.7490000000000001,-12.690999999999999,0.0346,0.00143,0.221,0.595,105.29299999999999,1
1330,The Unforgiven,Metallica,spotify:track:0BAjUM6V9P9g8rK83hVUTJ,0.54,0.584,-9.579,0.0254,0.0108,0.00296,0.244,139.261,5
1331,Would?,Alice In Chains,spotify:track:5sFDReWLrZHLFZFjHsjUTS,0.305,0.8320000000000001,-7.981,0.0398,0.000332,2.4e-05,0.585,100.677,7
1332,Killing In The Name,Rage Against The Machine,spotify:track:59WN2psjkt1tyaxjspN8fp,0.466,0.833,-4.215,0.304,0.0266,0.0,0.6609999999999999,88.785,14
1333,The Scientist,Coldplay,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.557,0.442,-7.224,0.0243,0.731,1.4599999999999999e-05,0.213,146.27700000000002,10
1334,Still Loving You,Scorpions,spotify:track:0RdUX4WE0fO30VnlUbDVL6,0.282,0.605,-4.916,0.0294,0.0047,0.00144,0.0783,103.929,7
1335,The Sound of Silence,Disturbed,spotify:track:0eZBeB2xFIS65jQHerispi,0.322,0.28,-9.367,0.0281,0.46799999999999997,1.1e-06,0.175,85.794,1
1336,Wicked Game,Chris Isaak,spotify:track:390AWnOn2rfe9FzQjYmxIH,0.667,0.5479999999999999,-7.8020000000000005,0.0262,0.7440000000000001,0.0122,0.29,112.54899999999999,0
1337,Come Together - Remastered,The Beatles,spotify:track:0MKqeOVdZcUFGJvWpGCKbG,0.5329999999999999,0.376,-11.913,0.0393,0.0302,0.248,0.187,165.007,10
1338,Am I Evil? - Remastered 2011,Diamond Head,spotify:track:2t7NA8kozBWN7UunCG5bJG,0.21600000000000003,0.9520000000000001,-7.481,0.33799999999999997,0.000273,0.00011999999999999999,0.45299999999999996,192.612,6
1339,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,spotify:track:4OTw5splgMdlYklwHMHxLK,0.757,0.868,-9.326,0.062,0.41100000000000003,0.00221,0.815,138.923,8
1340,Bad Company,Five Finger Death Punch,spotify:track:6nULLS7CipGMSzgQDxDpd1,0.557,0.8859999999999999,-4.196000000000001,0.0498,0.000595,9.84e-05,0.17,114.025,7
1341,Jerry Was A Race Car Driver,Primus,spotify:track:6eksnQsyuCDmSEd9LyXLgA,0.508,0.887,-12.377,0.0661,0.0099,0.392,0.7240000000000001,122.655,4
1342,All Along the Watchtower,Jimi Hendrix,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,0.43799999999999994,0.805,-6.237,0.0624,0.00255,5.6899999999999994e-05,0.564,113.25299999999999,4
1343,American Idiot,Green Day,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,0.38,0.988,-2.042,0.0639,2.64e-05,7.859999999999999e-05,0.769,186.113,12
1344,Are You Gonna Be My Girl,Jet,spotify:track:305WCRhhS10XUcH6AEwZk6,0.613,0.953,-3.435,0.0855,0.00148,0.000582,0.537,105.046,4
1345,Black Betty,Ram Jam,spotify:track:0MnI39P9Dze0PSUjetb8Va,0.486,0.731,-8.789,0.0924,0.00108,0.0011,0.831,117.022,4
1346,Born To Be Wild,Steppenwolf,spotify:track:1nzcKrYRTWZJEwWzyAU8XM,0.488,0.782,-8.866,0.0691,0.205,0.6659999999999999,0.591,146.023,11
1347,Burn It to the Ground,Nickelback,spotify:track:1jq28NGw6wdtFKx8MBPy6C,0.617,0.922,-3.4739999999999998,0.0744,0.00024700000000000004,0.38799999999999996,0.6,132.059,4
1348,Come As You Are,Nirvana,spotify:track:4P5KoWXOxwuobLmHXLMobV,0.5,0.8240000000000001,-5.846,0.0388,0.00016,0.00161,0.539,120.125,4
1349,Cum on Feel the Noize,Quiet Riot,spotify:track:6FBmHx1FuaSnTnnnaThgbF,0.441,0.9079999999999999,-4.627,0.115,0.000183,0.00328,0.632,145.439,3
1350,Dr. Feelgood,Mötley Crüe,spotify:track:745PEogChr9LC3ctmXeijC,0.535,0.968,-3.952,0.0658,0.0008939999999999999,0.0127,0.384,110.964,7
1351,Dream On,Aerosmith,spotify:track:5MxNLUsfh7uzROypsoO5qe,0.307,0.433,-10.057,0.028999999999999998,0.38799999999999996,9.08e-05,0.22399999999999998,160.9,10
1352,Fight for All the Wrong Reasons,Nickelback,spotify:track:0A3ePIlqgEXdXmHjEW2ztV,0.45399999999999996,0.922,-4.499,0.0402,4.48e-05,0.000664,0.755,169.824,12
1353,Free Bird,Lynyrd Skynyrd,spotify:track:5EWPGh7jbTNO2wakv8LjUI,0.249,0.8340000000000001,-8.21,0.0577,0.0738,9.48e-05,0.33799999999999997,118.223,7
1354,Free Fallin',Tom Petty,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,-13.333,0.0253,0.212,0.0,0.5720000000000001,84.383,0
1355,How You Remind Me,Nickelback,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,-5.042,0.033,0.00135,0.0,0.5429999999999999,172.09400000000002,3
1356,Kryptonite,3 Doors Down,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,-5.707999999999999,0.0286,0.006640000000000001,1.1e-05,0.5429999999999999,99.009,4
1357,Last Resort,Papa Roach,spotify:track:5eek2X5459T1HoYJk2CKXv,0.581,0.887,-3.659,0.0624,0.000504,0.0011099999999999999,0.7240000000000001,90.57799999999999,4
1358,Let's Get It On,Marvin Gaye,spotify:track:0jHkgTtTaqg5LNCiYDQPUB,0.55,0.611,-10.657,0.0443,0.0392,0.0,0.626,168.512,12
1359,Life in the Fast Lane - 2013 Remaster,Eagles,spotify:track:6gXrEUzibufX9xYPk3HD5p,0.667,0.755,-7.246,0.069,0.0966,6.94e-05,0.883,109.535,8
1360,"Paint It, Black",The Rolling Stones,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,0.46399999999999997,0.795,-9.267000000000001,0.0926,0.0493,0.00244,0.612,158.691,12
1361,Rock And Roll All Nite,KISS,spotify:track:4bYJKHG6KLdGzHQRJMaFc8,0.581,0.831,-8.045,0.107,0.0458,0.0,0.885,144.684,12
1362,S.E.X.,Nickelback,spotify:track:56h3v9zaotemQ0NB21dlkg,0.55,0.914,-2.8310000000000004,0.0425,3.53e-05,0.322,0.825,134.958,4
1363,Sharp Dressed Man - 2008 Remaster,ZZ Top,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,0.601,0.8590000000000001,-5.263,0.0276,0.000359,0.00124,0.446,125.145,4
1364,She Will Be Loved,Maroon 5,spotify:track:7sapKrjDij2fpDVj0GxP66,0.706,0.713,-5.5120000000000005,0.0301,0.0596,0.0,0.544,102.037,5
1365,Should I Stay or Should I Go - Remastered,The Clash,spotify:track:39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,-6.462999999999999,0.115,0.079,0.0,0.816,113.375,8
1366,Smells Like Teen Spirit,Nirvana,spotify:track:5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.72,116.76100000000001,4
